Name	Set	ImageFile	Number	Pack	Type	Sphere	Unique	Traits	Cost	Willpower	Attack	Defense	Health	Encounter Set	Threat	Engagement Cost	Quest Points	Victory Points	OCTGN ID	Setup	Quantity	Text	Shadow
Old Lantern	TGoF	TGoF0095	95	The Ghost of Framsburg	Objective		‰	Artifact. Item. 						The Ghost of Framsburg 					29662c71-2f27-405c-ae5a-db519ed91f33			If unattached, the first player claims Old Lantern and attaches it to a hero he controls. Action: Exhaust Old Lantern to choose a player to look at the top X cards of his deck, where X is the Discover value of the active location. He adds one of those cards to his hand and places the rest on the bottom of his deck. 	
Scathas Teeth	TGoF	TGoF0096	96	The Ghost of Framsburg	Objective		‰	Artifact. Item. 						The Ghost of Framsburg 					5dbc4cec-84c9-420b-809f-088296eb4a62			If unattached, the first player claims Scatha’s Teeth and attaches it to a hero he controls. Action: Exhaust Scatha’s Teeth and attached hero to choose a player. That player reduces his threat by 2. 	
The Cursed Tomb	TGoF	TGoF0097	97	The Ghost of Framsburg	Location		‰	Ruins. Dark. 						The Ghost of Framsburg 	5		5		315c85eb-9c20-46a1-b445-e5197cd15032			Immune to player card effects. The players cannot travel to The Cursed Tomb unless they control 3 Loot objectives. Forced: After the player travel to The Cursed Tomb, search the encounter deck and discard pile for Fram’s Shade and add it to the staging area. Shuffle the encounter deck. Fram’s Shade makes an immediate attack against each player in turn order. 	
Frams Shade	TGoF	TGoF0098	98	The Ghost of Framsburg	Enemy		‰	Undead. Wight. Hazard. 			3	3	6	The Ghost of Framsburg 	3	30			f829839e-b79d-465a-8ca9-bf6af975ce7b			Cannot have non-objective attachments. Fram’s Shade gets +1 $, +1 Û, and +1 Ú for each Loot objective the players control. When Fram’s Shade is dealt shadow cards, deal it a number of shadow cards equal to the number of Loot objectives the players control (to a minimum of 1). 	
Crypt Stalker	TGoF	TGoF0099	99	The Ghost of Framsburg	Enemy			Undead. Hazard. 			X	X	5	The Ghost of Framsburg 	0	40			36ac198d-0248-464a-8919-36f96b8e7caf			X is the tens digit of the first player’s threat. Forced: When Crypt Stalker attacks, raise the defending player’s threat by 1. 	Shadow: Either raise your threat by 2, or return attacking enemy to the staging area. 
Evil Spectre	TGoF	TGoF0100	100	The Ghost of Framsburg	Enemy			Undead. Hazard. 			4	2	4	The Ghost of Framsburg 	2	40			62d814e4-e0cf-437b-8ee7-b26478beb721			Forced: When Evil Spectre is destroyed, shuffle it back into the encounter deck if the active location has the Dark trait. 	Shadow: Attacking enemy gets +1 Û (+2 Û instead if the active location has the Dark trait.) 
Forgotten Crypt	TGoF	TGoF0101	101	The Ghost of Framsburg	Location			Ruins. Dark. 						The Ghost of Framsburg 	2		2		11c67697-29da-4c76-bf89-985c2c036940			Immune to player card effects. Forced: After Forgotten Crypt becomes the active location, discard cards from the encounter deck until an Undead enemy is discarded and add it to the staging area. Then, attach a Loot objective in the encounter discard pile to that enemy as a guarded objective. 	
Haunted Hall	TGoF	TGoF0102	102	The Ghost of Framsburg	Location			Ruins. Dark. 						The Ghost of Framsburg 	4		4		8c4cc797-13e6-4ee4-a991-7ec76866418a			Discover 4. While Dark Hall is in the staging area, it gains, “Forced: After a player places any amount of progress on a Dark location in the staging area, he raises his threat by 1.” 	
Hidden Staircase	TGoF	TGoF0103	103	The Ghost of Framsburg	Location			Ruins. Dark. Hazard. 						The Ghost of Framsburg 	0		4		4bae8841-e3e4-4a93-b10f-8544eaab9cb3			Discover X.  X is the tens digit of the first player’s threat. Forced: After resolving the Discover keyword on Hidden Staircase, reduce each player’s threat by X if no Hazard cards were revealed by it. 	
Moonlit Passage	TGoF	TGoF0104	104	The Ghost of Framsburg	Location			Ruins. 						The Ghost of Framsburg 	2		4		ed7b5f3e-432b-4dd7-85f9-6dea5ff62d3d			Discover 2. While Moonlit Passage is in the staging area, each player’s threat cannot be reduced by more than 1 via player card effects each round.	
Cursed Tower	TGoF	TGoF0105	105	The Ghost of Framsburg	Location			Ruins. Dark. 						The Ghost of Framsburg 	3		3		f2c22e9a-c3f6-450c-b891-98e0e5c18b6c			Discover 3. While Cursed Tower is in the staging area, it gains: “Forced: After a player plays an event, raise his threat by 1.” 	Shadow: Discard a non-objective attachment you control. 
Abandoned Ruins	TGoF	TGoF0106	106	The Ghost of Framsburg	Treachery									The Ghost of Framsburg 					bececd5f-87dd-4141-8ecf-69e43ecc0ff4			When Revealed: Each player resolves the Discover keyword of the active location in turn order. If they cannot, Abandoned Ruins gains surge and doomed 2. 	Shadow: Attacking enemy makes an additional attack against you after this one. 
Terrible Shadows	TGoF	TGoF0107	107	The Ghost of Framsburg	Treachery			Hazard. 						The Ghost of Framsburg 					b5c08c5b-dd05-4139-b262-e9d5c0f29016			When Revealed: Each character gets –1 Ò, –1 Û, and –1 Ú until the end of the round. 	Shadow: Attacking enemy gets +1 Û. If this attack destroys a character, raise the defending player’s threat by 3. 
Slammed Shut	TGoF	TGoF0108	108	The Ghost of Framsburg	Treachery			Hazard. 						The Ghost of Framsburg 					f5a65abc-e3df-4d26-aeed-2a3b1effb005			Doomed 1. When Revealed: Each player chooses an exhausts a character he controls. Until the end of the round, characters cannot be readied by player card effects. 	
The Haunted Keep	TGoF	TGoF0109A,TGoF0109B	109	The Ghost of Framsburg	Quest				1					The Ghost of Framsburg 		A			9b75cef3-e5a3-4284-aff6-9a0b473fa37d			Setup: Set The Cursed Tomb aside, out of play. Each player searches the encounter deck for a different location and adds it to the staging area. Shuffle the encounter deck.	
Searching the Ruins	TGoF	TGoF0110A,TGoF0110B	110	The Ghost of Framsburg	Quest				2					The Ruins of Framsburg 		A			48d2ea1f-449b-4af9-9f43-c70fffd66991			When Revealed: Shuffle the encounter discard pile into the encounter deck. Then, each player reveals an encounter card.	
The Cursed Shade	TGoF	TGoF0111A,TGoF0111B	111	The Ghost of Framsburg	Quest				3					The Ghost of Framsburg 		A			6948a0fa-e13f-4023-865f-3c8b6599c6a0			When Revealed: The first player adds The Cursed Tomb to the staging area. Each other player searches the encounter deck and discard pile for a non-unique Undead enemy and adds it to the staging area. Shuffle the encounter deck.	
A Shadow of the Past	ASotPN	ASotPN0001	1	The Black Riders - Nightmare	Nightmare									A Shadow of the Past - Nightmare					4422e6ce-b272-4a2d-bd05-bf3f41063ea6	ttsl		The Quest Deck has been modified for Nightmare Mode. Flip this card over and keep it next to the quest deck. Its effect remains active throughout the game, which is now ready to begin.	
Khamul the Easterling	ASotPN	ASotPN0002	2	The Black Riders - Nightmare	Enemy		‰	Nazgûl.			6	4	8	A Shadow of the Past - Nightmare	5	40			dd71d27f-b53e-453b-bcbc-bb479104461a			Khamûl the Easterling gets -30 engagement cost while The One Ring is exhausted.Forced: At the beginning of the refresh phase, the engaged player makes a Hide 2 test. If the engaged player fails the hide test, Khamûl the Easterling makes an immediate attack.	
Dark Horseman	ASotPN	ASotPN0003	3	The Black Riders - Nightmare	Enemy			Nazgûl.			4	4	6	A Shadow of the Past - Nightmare	3	25			fcf4a99e-38f0-4809-8eb1-a1120776722b			While Dark Horseman is engaged with you, characters you control get -1 Ò during Hide tests.	
Eastfarthing	ASotPN	ASotPN0004	4	The Black Riders - Nightmare	Location			Shire.						A Shadow of the Past - Nightmare	2		9		e07f95e5-8cae-4b4a-b3e7-92da7ddb1d68			Eastfarthing gets +2 $ for each resource token on it.Forced: After a player fails a Hide test, place 1 resource token here.	
Green-Hill Country	ASotPN	ASotPN0005	5	The Black Riders - Nightmare	Location			Forest.						A Shadow of the Past - Nightmare	3		4		40bcc7a9-044e-44b6-83d2-6e09294c19c3			While Green-Hill Country is in the staging area, add 1 to each Hide X value.Travel: The first player makes a Hide 1 test.	Shadow: After this attack, attacking enemy engages the next player then makes an immediate attack.
Stock Woods	ASotPN	ASotPN0006	6	The Black Riders - Nightmare	Location			Forest.						A Shadow of the Past - Nightmare	4		5		87b6ecff-219c-4002-b46b-ca683cb4c25b			While Stock Woods is in the staging area, players cannot commit more than 2 characters to a Hide test.Travel: The first player makes a Hide 1 test.	Shadow: Attacking enemy gets +2 Û (+3 Û instead if you have failed a Hide test this round).
In the Name of Mordor!	ASotPN	ASotPN0007	7	The Black Riders - Nightmare	Treachery			Mordor.						A Shadow of the Past - Nightmare					b0ed537a-1e96-4b46-af9b-3449be219781			When Revealed: Attach to the current quest. (Counts as a Condition attachment with the text: "Forced: After a player fails a Hide test, he discards a random card from his hand.")	
Followed by Shadows	ASotPN	ASotPN0008	8	The Black Riders - Nightmare	Treachery									A Shadow of the Past - Nightmare					86e0fbfc-04da-46b0-807b-ac58bd60248b			When Revealed: Starting with the first player, each player makes a Hide 2 test. Each player who fails this Hide test raises his threat by 5.	Shadow: If the defending player has failed a Hide test this round, this attack is considered undefended.
Sniffing and Hissing	ASotPN	ASotPN0009	9	The Black Riders - Nightmare	Treachery									A Shadow of the Past - Nightmare					784aedb3-8bc3-437c-ba35-2a94949c498d			When Revealed: The first player must either exhaust the One Ring and reveal an encounter card, or make a Hide 3 test.	Shadow: Attacking enemy gets +2 Û. If this attack destroys a character, raise your threat by 3.
A Knife in the Dark	AKitDN	AKitDN0001	1	The Black Riders - Nightmare	Nightmare									A Knife in the Dark - Nightmare					12dd413b-fe0f-40ca-b871-480ca88ade09	ttttsstttt		The Quest Deck has been modified for Nightmare Mode. Flip this card over and keep it next to the quest deck. Its effect remains active throughout the game, which is now ready to begin.	
Menacing Wraith	AKitDN	AKitDN0002	2	The Black Riders - Nightmare	Enemy			Nazgûl.			5	4	6	A Knife in the Dark - Nightmare	4	40			90d64456-eceb-423b-866f-ece8ceb98ec3			Forced: After The One Ring is exhausted, Menacing Weath engages the first player and makes an immediate attack.	
Southern Spy	AKitDN	AKitDN0003	3	The Black Riders - Nightmare	Enemy			Spy.			4	2	4	A Knife in the Dark - Nightmare	3	25			b73f14e3-f528-4a8f-bf3b-06936eeea9fd			When Revealed: Either shuffle an out of play Ringwraith into the encounter deck, or Southern Spy makes an immediate attack against you.	Shadow: Defending character gets -1 Ú (-3 Ú instead if The One Ring is exhausted).
Weathertop	AKitDN	AKitDN0004	4	The Black Riders - Nightmare	Location		‰	Hills. Ruins.						A Knife in the Dark - Nightmare	4		6	3	e8046e94-bc12-4055-b5f1-2cd34640b85e			The Witch-king cannot be damaged.Forced: After Weathertop becomes the active location, exhaust The One Ring. The One Ring cannot ready while Weathertop is the active location.	
Weather Hills	AKitDN	AKitDN0005	5	The Black Riders - Nightmare	Location			Hills.						A Knife in the Dark - Nightmare	3		5		61b6316c-dfbd-4f90-ab71-99eee8056047			While the players are at stage 1, progress cannot be placed here.While The One Ring is exhausted, Weather Hills gets +2 $.	Shadow: Attacking enemy gets +2 Û.
The Old Road	AKitDN	AKitDN0006	6	The Black Riders - Nightmare	Location			Road.						A Knife in the Dark - Nightmare	2		8		d3650ee1-5225-4a8f-9114-e1123d941228			The Old Road enters play with 3 resource tokens on it.Forced: At the end of the round, discard 1 resource token here. Then, if there are no resource tokens here, shuffle 1 out of play Ringwraith into the encounter deck.	
Forsaken Inn	AKitDN	AKitDN0007	7	The Black Riders - Nightmare	Location			Inn.						A Knife in the Dark - Nightmare	X		4		9834324f-1ad0-4922-a708-d07ca671d9b3			X is the number of characters the first player controls.Travel: The first player searches the encounter deck and discard pile for a Spy enemy, reveals it, and adds it to the staging area. Shuffle the encounter deck.	
The Rings Will	AKitDN	AKitDN0008	8	The Black Riders - Nightmare	Treachery									A Knife in the Dark - Nightmare					1698dbfd-7649-44ef-b618-6171e626caa6			When Revealed: Raise each player's threat by 5. This effect cannot be canceled by the Ring-bearer's effect, or if The One Ring is exhausted.	Shadow: After this attack, attacking enemy engages the next player then makes an immediate attack.
Blade Tip	AKitDN	AKitDN0009	9	The Black Riders - Nightmare	Treachery			Morgul.						A Knife in the Dark - Nightmare					7d5b9903-3521-4ecc-9225-e6216147e020				Shadow: If the defending character is damaged by this attack, attach Blade Tip to that character. (Counts as a Condition attachment with the text: "Forced: At the end of the refresh phase, raise your threat by 2.")
Flight to the Ford	FttFN	FttFN0001	1	The Black Riders - Nightmare	Nightmare									Flight to the Ford - Nightmare					07c4aed0-1673-438f-8e2b-371f34f215b4	ttttstttt		The Quest Deck has been modified for Nightmare Mode. Flip this card over and keep it next to the quest deck. Its effect remains active throughout the game, which is now ready to begin.	
Fell Rider	FttFN	FttFN0002	2	The Black Riders - Nightmare	Enemy			Nazgûl.			5	4	6	Flight to the Ford - Nightmare	3	30			5e6ece32-827a-4af7-af6b-0d21a0477c99			Forced: After Fell Rider attacks and destroys a character, reduce the Ring-bearer's life by 1.	Shadow: Attacking enemy gets +1 Û (+2 Û instead if The One Ring is exhausted).
Ford of Bruinen	FttFN	FttFN0003	3	The Black Riders - Nightmare	Location		‰	River.						Flight to the Ford - Nightmare	3		3		49e734b0-3b71-45e4-8f31-ad1e09f1d9e4			Travel: Each player searches the encounter deck and discard pile for a Nazgûl enemy and puts it into play engaged with him. Shuffle the encounter deck.	
Trollshaw Forest	FttFN	FttFN0004	4	The Black Riders - Nightmare	Location			Forest.						Flight to the Ford - Nightmare	3		5		3029e445-173b-481b-9a62-61f79185ab30			While Trollshaw Forest is in the staging area, it gains: "Forced: After a 'when revealed' effect is canceled, reduce the Ring-bearer's life by 1."Travel: Reduce the Ring-bearer's life by 1 to travel here.	
Great East Road	FttFN	FttFN0005	5	The Black Riders - Nightmare	Location			Road.						Flight to the Ford - Nightmare	X		5		32bd5a1d-7273-4916-aa3b-cb152c1cd6f1			X is 1 plus the number of Nazgûl enemies in play.While Great East Road is in the staging area, each Nazgûl enemy gets -5 engagement cost.	Shadow: After this attack, attacking enemy engages the next player then makes an immediate attack.
Pathless Wilderness	FttFN	FttFN0006	6	The Black Riders - Nightmare	Location			Forest. Hills.						Flight to the Ford - Nightmare	2		6		2f380c3c-7de7-4961-b5f5-878f3e4e58c8			Pathless Wilderness enters play with 3 resource tokens on it.Forced: At the end of the round, discard 1 resource token here. Then, if there are no resource tokens here, reduce the Ring-bearer's life by 3.	
Ettendales	FttFN	FttFN0007	7	The Black Riders - Nightmare	Location			Forest. Hills.						Flight to the Ford - Nightmare	5		3		3d64b8b8-4805-49d5-b308-4bf3fb472c1d			Forced: When Ettendales is explored, shuffle the top card of the burden deck into the encounter deck.	Shadow: Attacking enemy gets +2 Û. If this attack destroys a character, reduce the Ring-bearer's life by 1.
Come Back!	FttFN	FttFN0008	8	The Black Riders - Nightmare	Treachery			Enchantment.						Flight to the Ford - Nightmare					3b63d940-fcbc-4741-8840-cc276fcb558b			When Revealed: Reduce the Ring-bearer's life by 1 and remove all progress from the current quest.	Shadow: Either reduce the Ring-bearer's life by 1, or this attack is considered undefended.
The Twilight World	FttFN	FttFN0009	9	The Black Riders - Nightmare	Treachery			Morgul.						Flight to the Ford - Nightmare					b432d02a-d0ca-496c-96c0-e8f5753b2e17			When Revealed: Attach to the Ring-bearer. Limit 1 per hero. (Counts as a Condition attachment with the text: "Forced: At the beginning of the planning phase, either exhaust The One Ring, or reduce the Ring-bearer's life by 1.")	
Radagasts Request	TWQ	TWQ0001A,TWQ0001B	1	The Wizard's Quest	Quest				1					The Wizard's Quest		A			79666b89-ec7b-4bc8-98d9-9c517f8ca6ed			Setup: Add Rhosgobel to the staging area. The opposing team searches the encounter deck for one different 0 cost enemy or 0 cost location per player and adds them to the staging area. Shuffle the encounter deck.	
Mirkwood Forest	TWQ	TWQ0003A,TWQ0003B	3	The Wizard's Quest	Quest				2					The Wizard's Quest		A			35d72889-370e-4ee3-99c0-b7d0a605ec49			When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 1 or less (cost 2 or less if there are two or more players), sets it aside, and shufles the encounter deck. Reveal the set aside card. Its 'when revealed' effects cannot be canceled.	
Mirkwood Forest	TWQ	TWQ0004A,TWQ0004B	4	The Wizard's Quest	Quest				2					The Wizard's Quest		A			4ce7c4e4-c96c-4ee7-ae98-cfb497303cd0			When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 1 or less (cost 2 or less if there are two or more players), sets it aside, and shufles the encounter deck. Reveal the set aside card. Its 'when revealed' effects cannot be canceled.	
Mirkwood Forest	TWQ	TWQ0005A,TWQ0005B	5	The Wizard's Quest	Quest				2					The Wizard's Quest		A			b446fa27-d5f8-40e0-8985-fe15478cd79b			When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 1 or less (cost 2 or less if there are two or more players), sets it aside, and shufles the encounter deck. Reveal the set aside card. Its 'when revealed' effects cannot be canceled.	
The Necromancers Tower	TWQ	TWQ0007A,TWQ0007B	7	The Wizard's Quest	Quest				3					The Wizard's Quest		A			7d71a43e-a7ae-49bb-930c-437101a12d82			When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 2 or less (3 or less if there are two or more players), sets it aside, and shuffles the encounter deck. Reveal the set aside card. Its 'when revealed' effects cannot be canceled.	
The Necromancers Tower	TWQ	TWQ0008A,TWQ0008B	8	The Wizard's Quest	Quest				3					The Wizard's Quest		A			b717f5f9-cd1a-4852-aa1d-36acd1f8d3b1			When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 2 or less (3 or less if there are two or more players), sets it aside, and shuffles the encounter deck. Reveal the set aside card. Its 'when revealed' effects cannot be canceled.	
The Necromancers Tower	TWQ	TWQ0009A,TWQ0009B	9	The Wizard's Quest	Quest				3					The Wizard's Quest		A			85409c38-e188-46f7-b844-42716266ea83			When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 2 or less (3 or less if there are two or more players), sets it aside, and shuffles the encounter deck. Reveal the set aside card. Its 'when revealed' effects cannot be canceled.	
Rhosgobel	TWQ	TWQ0010	10	The Wizard's Quest	Location		‰	Forest. Village.						The Wizard's Quest	1		1		1a3c69f9-c973-4e4e-aa00-435c1f615393			Immune to player card effects.Response: After the players travel to Rhosgobel, add 1 resource to each hero's pool and each player draws 1 card.	
Nazgul of Dol Guldur	TWQ	TWQ0012	12	The Wizard's Quest	Enemy		‰	Nazgûl.			6	3	9	The Wizard's Quest 15	3	36		3	9f29199a-f40a-4198-b355-4d5e75d910e2			Cannot have non-objective player card attachments or take non-combat damage. Forced: After Nazgûl of Dol Guldur attacks you, eithe return it to the staging area or raise your threat by 3.	
Necromancers Pass	TWQ	TWQ0013	13	The Wizard's Quest	Location			Dol Guldur.						The Wizard's Quest 15	2		2	0	ad36bbe2-646e-4ac1-983b-e2d8a651dd0e			When Revealed: The first player chooses a card in his hand. The opposing team looks at the first player's hand and chooses a different card to place faceup under Necromancer's Pass as a guarded objective. While Necromancer's Pass is guarding a card, copies of that card cannot be played. When Necromancer's Pass is explored, return the guarded card to its owner's hand.	
Pursued by Shadow	TWQ	TWQ0014	14	The Wizard's Quest	Treachery									The Wizard's Quest 15				0	60fe85d1-4dae-4c74-8776-424b4a306054			When Revealed: The highest Û enemy in the staging area makes an immediate attack against the first player. If no attack is made this way, Pursued by Shadow gains surge.	Shadow: If attacking enemy is unique, it makes an additional attack against you after this one.
Bane of Amon Lanc	TWQ	TWQ0015	15	The Wizard's Quest	Enemy		‰	Troll.			7	1	9	The Wizard's Quest 16	3	37		3	996158ae-41aa-457e-99c4-97640796d6e0			Cannot have non-objective player card attachments. Forced: After Bane of Amon Lanc attacks and destroys an ally, the defending player discards 1 card from his hand for each excess point of damage dealt by this attack.	
Oak-wood Grove	TWQ	TWQ0016	16	The Wizard's Quest	Location			Forest.						The Wizard's Quest 16	2		5	0	678fe922-7c1f-4270-aaec-002d916fc52a			While Oak-wood Grove is in the staging area, progress cannot be placed on other locations in the staging area. Travel: Each player exhausts a character.	
Smoking Blood	TWQ	TWQ0017	17	The Wizard's Quest	Treachery									The Wizard's Quest 16				0	826b71a9-3f90-454a-8009-24afa9a94ec8			When Revealed: The opposing team attached Smoking Blood to a Troll enemy. If they cannot, Smoking Blood gains surge.(Counts as a Condition attachment with the text: "Limit 1 per enemy. Forced: When attached enemy is dealt enough damage to destroy it, cancel the damage and discard Smoking Blood instead.")	
Forest Flies	TWQ	TWQ0018	18	The Wizard's Quest	Enemy			Creature. Insect.			1	1	6	The Wizard's Quest 17	2	6		0	2899ad24-ba7e-4c24-9d20-dabe8f4fce71			Forced: When Forest Flies attacks, raise the defending player's threat by 1.	Shadow: Raise your threat by 1 for each enemy engaged with you.
Twilight Hall	TWQ	TWQ0019	19	The Wizard's Quest	Location		‰	Forest.						The Wizard's Quest 17	0		6	3	a662bccc-025c-48dd-9c13-0eb47a91236c			Cannot have attachments. Twilight Hall gets +1 $ for each character controlled by the first player. Forced: When Twilight Hall is explored, reveal 1 encounter card per player.	
Swarming Mosquitoes	TWQ	TWQ0020	20	The Wizard's Quest	Treachery									The Wizard's Quest 17				0	ad6a6843-b482-43a8-8d1f-771ac69c9ab5			When Revealed: Each player deals X damage to a character he controls, where X is more than the stage number of the main quest.	Shadow: Attacking enemy gets +1 Attack (+2 Attack instead if the defending character has an attachment).
Goblin Sniper	TWQ	TWQ0021	21	The Wizard's Quest	Enemy			Orc. Goblin.			4	2	5	The Wizard's Quest 18	2	38		2	d801e97a-0cb8-44f0-a28f-de9546200967			Cannot be optionally engaged. Forced: At the end of the combat phase, easy player deals 1 damage to a hero he controls.	Shadow: Defending character does not count it's Defense.
Pine Slopes	TWQ	TWQ0022	22	The Wizard's Quest	Location			Mountain. Forest.						The Wizard's Quest 18	2		4	0	14a944ab-8301-4006-8e2a-d607eb614fab			When Revealed: Each Pine Slopes +2 $ until the end of the phase. Travel: Raise your threat by 1 for each Pine Slopes in the staging area.	
Under the Shadow	TWQ	TWQ0023	23	The Wizard's Quest	Treachery									The Wizard's Quest 18				1	15e06e00-8d82-4590-b2ae-6e615330d78a			When Revealed: Attach to the main quest. (Counts as a condition attachment with the text: "Each player cannot play more than 1 card each phase.")	
Necromancers Warg	TWQ	TWQ0024	24	The Wizard's Quest	Enemy			Warg.			2	1	2	The Wizard's Quest 19	2	21		0	a880b0ab-79d4-42b4-81b1-5ad9a8054c27			Forced: After Necromancer's Warg engages you, deal 1 damage to a character you control.	Shadow: If you are engaged with an Orc enemy and a Warg enemy, discard a character you control.
Dol Guldur Beastmaster	TWQ	TWQ0025	25	The Wizard's Quest	Enemy			Orc.			4	2	5	The Wizard's Quest 19	2	35		2	e7100f6a-bdbd-4605-86e2-67d4479d227d			Forced: After Dol Guldur Beastmaster engages you, the opposing team searches the encounter deck and discard pile for a Necromancer's Warg and puts it into play engaged with you. Shuffle the enconter deck.	
Watched Path	TWQ	TWQ0026	26	The Wizard's Quest	Location			Forest.						The Wizard's Quest 19	3		1	0	764c89bc-d212-401f-acfa-a971cd0e5e17			Forced: When Watched Path is explored, discard the top card of the encounter deck. If the discarded card is an enemy, add it to the staging area.	
Evil Storm	TWQ	TWQ0027	27	The Wizard's Quest	Treachery			Weather.						The Wizard's Quest 19				1	3f7b681f-f1c0-4771-8e7b-b6e804d0bf88			When Revealed: Each player deals 1 damage to a questing character he controls. Until the end of the phase, each damaged character gets -1 Ã’ and cannot be healed.	Shadow: Deal 1 damage to the defending character.
Spider of Dol Guldur	TWQ	TWQ0028	28	The Wizard's Quest	Enemy			Spider.			5	2	6	The Wizard's Quest 20	3	35		2	79a2b4c2-7d0c-41a5-aa5f-1ec29644caab			Forced: After Spider of Dol Guldur attacks and destroys an ally, return it to the staging area.	Shadow: Attacking enemy makes an additional attack against you after this one.
Patch of Midnight	TWQ	TWQ0029	29	The Wizard's Quest	Location			Forest.						The Wizard's Quest 20	4		4	1	1b036c00-55cc-4538-a659-6d86aaf8ce20			Forced: At the beginning of the staging step, discard Patch of Midnight and reveal the top card of the encounter deck.	Shadow: If this attack destroys a character, reveal the top card of the encounter deck.
Eyes in the Dark	TWQ	TWQ0030	30	The Wizard's Quest	Treachery									The Wizard's Quest 20				0	e7a6c9c3-9d45-478c-81e5-7811d43deb0e			When Revealed: The opposing team chooses a questing character controlled by each player. Ready each chosen character and remove them from the quest.	Shadow: Attacking enemy gets +1 Attack. If this attack destroys a character, raise each player's threat by 1.
Eastern Crows	TWQ	TWQ0031	31	The Wizard's Quest	Enemy			Creature.			2	0	2	The Wizard's Quest 21	1	11		0	fd9398a9-9f4f-4134-875b-5527f3533c7d			While there is a copy of Eastern Crows in the discard pile, Eastern Crows gains surge.	
The Sorcerers Tower	TWQ	TWQ0032	32	The Wizard's Quest	Location		‰	Dol Guldur.						The Wizard's Quest 21	4		4	2	ac78aadc-9a58-42a6-a328-60dbb1e2191c			While The Sorcerer's Tower is in the staging area, each treachery gains Doomed 1. Forced: When the Sorcerer's Tower is explored, shuffle the encounter discard pile into the encounter deck and discard cards from the top until a treachery is discarded. Resolve the 'when revealed' effects on that treachery.	
Power Sevenfold	TWQ	TWQ0033	33	The Wizard's Quest	Treachery									The Wizard's Quest 21				1	e763a539-7fc8-49ab-8f8f-879070aa0e03			When Revealed: The opposing team chooses any number of non-unique encounter cards in play. Discard the chosen cards and reveal an equal number of cards from the top of the encounter deck.	Shadow: Either reveal an encounter card, or treat this attack as undefended.
Hill Troll	TWQ	TWQ0034	34	The Wizard's Quest	Enemy			Troll.			6	2	8	The Wizard's Quest 22	1	33		1	058c4067-9b8c-4631-ae6b-6cee784e71df			Cannot have non-objective palyer card attachments.	
Troll Cave	TWQ	TWQ0035	35	The Wizard's Quest	Location			Forest. Cave.						The Wizard's Quest 22	3		5	1	008bcdb1-bac6-4c45-86c5-6bcfb0bf12cc			Response: After the players travel to Troll Cave, each player draws 1 card. Travel: The opposing team searches the top 5 cards of the encounter deck for a Hill Troll and adds it to the staging area, if able. Shuffle the encounter deck.	
Befouled Equipment	TWQ	TWQ0036	36	The Wizard's Quest	Treachery									The Wizard's Quest 22				0	85cf554d-25c5-47f4-96bb-c11f4e764155			When Revealed: Û to the character with the most attachments without Befouled Equipment attached. (Counts as a Condition attachment with the text: "Forced: At the end of the round, discard an attachment from attached character. Befouled Equipment cannot be discarded this way unless it is the only attachment on attached character.")	
Hunting Warg	TWQ	TWQ0037	37	The Wizard's Quest	Enemy			Warg.			3	2	4	The Wizard's Quest 23	2	32		1	90c7e192-2a1e-480c-96a2-7c643f0562d1			Forced: After Hunting Warg engages a player, it makes an immediate attack. If Hunting Warg is dealt a shadow card with no shadow effect for this attack, it gets +2 Û until the end of the phase.	
Hunters Lookout	TWQ	TWQ0038	38	The Wizard's Quest	Location			Mountain. Forest.						The Wizard's Quest 23	3		4	1	0b215acb-56e1-4653-9cbf-38171c4af9c9			While Hunter's Lookout is in the staging area, it gains: "Forced: At the end of the round, raise each player's threat by 1 for each enemy in the staging area."Travel: The highest Û enemy in the staging area makes an immediate attack against the first player.	
Restless Hunters	TWQ	TWQ0039	39	The Wizard's Quest	Treachery									The Wizard's Quest 23				0	88efb537-cea8-4c20-8b73-e51f0742f769			When Revealed: Return each engaged enemy to the staging area. If no enemies were returned this way, Restless Hunters gains surge.	Shadow: Attacking enemy gets +1 Attack. If this attack destroys a character, return attacking enemy to the staging area.
Dol Guldur Orcs	TWQ	TWQ0040	40	The Wizard's Quest	Enemy			Orc.			3	1	4	The Wizard's Quest 24	2	24		0	93e61cb5-2bde-420e-aebd-79a1c4111838			When Revealed: Each player deals 1 damage to a character he controls.	Shadow: Defending character gets -1 Defense for each damage on it.
The Shadow Road	TWQ	TWQ0041	41	The Wizard's Quest	Location			Forest. Road.						The Wizard's Quest 24	3		3	1	6c456def-a38c-409c-a085-37f027e9c7b0			While The Shadow Road is in the staging area, it gains: "Forced: After a player optionally engages an enemy, he deals 1 damage to a character he controls."Travel: Each player deals 1 damage to a character he controls.	
The Necromancers Reach	TWQ	TWQ0042	42	The Wizard's Quest	Treachery									The Wizard's Quest 24				1	59724478-f4c5-4f9b-99bd-288dd8fc1b43			When Revealed: Deal 1 damage to each exhausted character.	Shadow: Attacking enemy gets +1 Attack (+2 Attack instead if the defending character is damaged).
